Categoria,Edad,Pais,Titulo,Genero,Duracion,Marca,Referencia,Dias,Marcas,Personas,Sinopsis,limpios
FAMILIAR,27,Colombia,Desafío gemelar,Drama,300,Apple,iPhone 8,45,190.0,5,"Es la historia de dos hermanos gemelos que son envueltos en un juego inventado por su difunto padre. Ambos, tendrán que ingeniarse pretextos para darle a sus parejas a fin de que no pierdan la calma mientras pasan varias horas al interior de una casa sin servicios públicos. .Algunas reglas inquebrantables parecen ser del conocimiento de ambos hermanos y estas llegarán a ser advertidas por un personaje misterioso que parece estar vigilando el transcurrir diario de los sucesos al interior de la residencia..Un misterio completo parece ser el premio que recibirá aquél que consiga superar los eventos desafortunados que, poco a poco, harán de la convivencia un asunto inmanejable.",histori dos herman gemel envuelt jueg invent difunt padr ambos ingeni pretext darl parej fin pierd calm mientr pas vari hor interior cas servici public regl inquebrant parec ser conoc ambos herman lleg ser advert personaj misteri parec vigil transcurr diari suces interior resident misteri complet parec ser premi recib aquel consig super event desafortun haran convivent asunt inmanej
FAMILIAR,23,Colombia,Desconectado,Documental,87,Apple,iphone 6s,40,,5,"El cortometraje relata los grandes cambios que han habido por parte de nosotros en cuestión de nuestros orígenes . y que al pasar de los años estamos trascendiendo y buscando alternativas para realizar nuestras tareas diarias...Cada vez que nosotros decidimos realizar un cambio estamos afectando directamente nuestras vidas ya que se está transformando lo que desde un principio fue un instinto innato. El hombre fue el encargado de utilizar las cosas que adquirió por experiencia para convertirlo en un acto de supervivencia, eso fue una de las principales causas por la que se le dio un sentido a la vida del humano...Generación entre generación hemos cambiado para hacernos la vida un poco menos difícil pero, lamentablemente se ha convertido en un dilema para nosotros ya que nos hemos transformado en unos seres individualistas que prefiere el bien personal a diferencia del bien común. A lo que queremos darle importancia con este corto es que al viviendo y guardando los recuerdos en nuestra memoria es la mejor manera de vivir plácidamente.",cortometraj relat grand cambi part cuestion origen pas años trascend busc altern realiz tar diari cad vez decid realiz cambi afect direct vid transform principi instint innat hombr encarg utiliz cos adquir experient convert acto supervivent principal caus dio vid human gener gener cambi hac vid men dificil lament convert dilem transform ser individual prefier bien personal diferent bien comun quer darl import cort viv guard recuerd memori mejor maner viv placid
CRONICAS,21,Colombia,Desde el ETCR Aldemar Galán construyendo La Paz como derecho supremo de los pueblos,Crónica,216,Motorola,G5s plus,5,,6,La crónica muestra la historia del proceso y visión de paz desde los excombatientes del de las Farc -Espacio Territorial de Reincorporación y capacitación Aldemar Galán. Donde nos muestra que su proceso a la vida civil tiene a la Paz como eje central y que su apuesta es colectiva e inclusiva y extensiva con las comunidades.,cronic muestr histori proces vision paz excombatient farc espaci territorial reincorpor capacit aldem galan muestr proces vid civil paz eje central apuest colect inclus extens comun
CRONICAS,47,Colombia,Desplazada,Crónica,455,Sony,DCR-PJ6,1,,2,"Quiero contar cómo mi vida de desplazada me motivó a luchar, a salir adelante y a trabajar porque otras personas, que al igual que yo fueron víctimas de violencia. en necesario aprender de las situaciones y sacar lo mejor de ellas. hoy soy reconocida en las comunidades y he podido concretar proyectos para el beneficio tanto de ciudadanos afectados, así como para la sociedad.",quier cont com vid desplaz motiv luch sal adel trabaj person igual victim violenci necesari aprend situacion sac mejor hoy reconoc comun pod concret proyect benefici ciudadan afect asi socied
AFICIONADO,21,Colombia,Después de ti,Drama,300,Huawei,p20 lite,30,189.0,5,"Joey Smith un joven encantador de 24 años, quien está completamente enamorado de su vida y relación con Steve Johnson, decide vivir de recuerdos cuando un golpe de la vida lo devuelve a la realidad, en donde tratara evadir ese presente aunque todo en su entorno lo vea totalmente perdido. Joey tendrá que luchar contra él, con su pasado, con lo que vivió, con lo que un día fue feliz y la vida le arrebato. Tendrá que aprender dentro de su lucha que aunque la vida lo golpeo, tendrá que levantarse y seguir. Porque siempre habrá algo más, algo más después de ti.",joey smith jov encant 24 años complet enamor vid relacion stev johnson decid viv recuerd golp vid devuelv realid trat evad present aunqu entorn vea total perd joey luch pas viv dia feliz vid arrebat aprend dentr luch aunqu vid golpe levant segu siempr despues
AFICIONADO,27,Colombia,Después del amor,Drama,300,Samsung,J5 Prime,30,0.0,13,"David, un hombre arriesgado. Lucha por hacer feliz a su novia Sara, con el propósito de mantenerla a su lado y casarse con ella.. Sin saber que en ese viaje incansable lleno de expectativas. Se encontrará con su camino a la muerte.",dav hombr arriesg luch hac feliz novi sar proposit manten lad cas sab viaj incans llen expect encontr camin muert
JUVENIL,17,Colombia,Detras de una camara,Suspenso,295,Doppio,SL514,-8,220.0,-3,"Mariana, Ariana y Karol son alumnas de 16 años de un colegio de la ciudad, ellas realizaran un cortometraje el cual fue pedido en su institución.  En algunos instantes de la grabación unas de sus compañeras nota algo fuera de lo normal dentro de la toma, algunas sombras, ruidos extraños y seres paranormales, sin embargo, ella era la única que experimentaba esas sensaciones, miedo, paranoia e impotencia, puesto que aunque intentaba explicar lo sucedido, sus compañeras no lograban observar lo que ella estaba presenciando y del mismo modo, llegaban a ignorar lo que a sus ojos no estaba totalmente visible. Ninguna de ellas podía predecir lo que sucedería más adelante.",marian arian karol alumn 16 años colegi ciud realiz cortometraj ped institu instant grabacion unas compañer not normal dentr tom sombr ruid extrañ ser paranormal embarg unic experiment sensacion mied paranoi impotent puest aunqu intent explic suced compañer logr observ presenci mism mod lleg ignor ojos total visibl ningun pod predec suced adel
CRONICAS,56,Colombia,Dignidad en el Postconflicto y Reconciliación,Crónica,167,Samsung,J5,1,,5,Historias de las victimas afectadas por el conflicto y que hoy buscan la reconciliación.,histori victim afect conflict hoy busc reconcili
SMARTIC INCLUYENTE,53,Colombia,Discapacidad no es incapacidad.,Documental,60,Huawei,p20 lite,1,,4,La historia de cómo a través de la unión se pueden lograr los sueños.,histori com traves union pued logr sueñ
AFICIONADO,19,Colombia,Disociado,Ficción,0,Huawei,Huawei GR5,8,,6,"La mente de Lucas ha caído en el abismo de la locura y le es imposible razonar. él ya no sabe quién es y por ello desconoce al que controla su mente, vive en una lucha interna con sus múltiples personalidades que son una camisa de fuerza para su juicio. él tendrá que recorrer las profundidades de sí mismo para descubrir quién domina su propio yo.",ment luc caid abism locur impos razon sab quien ello desconoc control ment viv luch intern multipl personal camis fuerz juici recorr profund mism descubr quien domin propi
SMARTIC INCLUYENTE,23,Colombia,Divina Justicia,Terror,280,Motorola,g6,6,,6,"Diana Marin era una señora de la tercera edad, que padecía de enfermedad cardíaca, la cual la llevo a su muerte su sorpresa fue grande al resucitar ya que el ángel perdió en un juego de niños contra el diablo. su sorpresa fue al darse cuenta que la vida en los infiernos no era lo que pensaba en vida..El juego entre el diablo y el ángel aun no acababa la muerte llega y toca la puerta de Freddy Mejia el cual fallece en su momento mas incomodo al resucitar presenta un problema de identidad esto querrá decir que su eternidad estaba en juego pero en vencedor fue el angel pero lo que no se esperaba era que lo recibiria con una escoba para borrer.",dian marin señor tercer edad padec enfermed cardiac llev muert sorpres grand resucit angel perd jueg niñ diabl sorpres dars cuent vid infi pens vid jueg diabl angel aun acab muert lleg toc puert freddy meji fallec moment mas incomod resucit present problem ident querr dec etern jueg vencedor angel esper recibiri escob borr
SMARTIC INCLUYENTE,30,Colombia,Dobles,Ficción,166,Huawei,P10,2,,5,Alguien observa a través del celular cosas extrañas que tienen difícil explicación.,algui observ traves celul cos extrañ dificil explic
PROFESIONAL,36,Colombia,Donde vivo,Drama,300,Apple,I phone 6 s,1,,9,"Genaro, un adulto mayor de alrededor de 70 años, conoce en un parque a Andrés, un hombre de 35 años con quien entabla una conversación sobre las cosas que él considera importantes en su vida.",genar adult mayor alrededor 70 años conoc parqu andres hombr 35 años entabl convers cos consider import vid
SMARTIC INCLUYENTE,28,Colombia,Dos mundos de un destino,Drama,299,Huawei,CH -CHC U23,8,,2,"Esta drama de dos gemelas, la gemela popular es sorda la cual no tiene dinero, la otra gemela es oyente y multimillonaria, ninguna sabia que tenia una hermana gemela pero ambas toman una mala decisión por dinero.",dram dos gemel gemel popul sord diner gemel oyent multimillonari ningun sabi teni herman gemel ambas tom mal decision diner
PROFESIONAL,27,Spain,DULCINEA,Comedia,291,Apple,i Phone X,60,,9,Un joven caballero y su escudero recorren los campos y caminos como los antiguos caballeros andantes en busca de aventuras. Pero son tiempos difíciles y no será fácil convertirse en Don Quijote y encontrar a la amada Dulcinea del Toboso.,jov caballer escuder recorr camp camin antigu caballer andant busc aventur tiemp dificil facil convert don quijot encontr amad dulcine tobos
PROFESIONAL,18,Colombia,ECO DE PASIÓN,Drama,299,Apple,IPHONE X,30,203.0,18,"La pasión sobrepasa todo, esa es la premisa de este cortometraje, una historia sobre el amor al arte, los sueños y el miedo al fracaso. Natalie es una artista joven, llena de sueños y con la esperanza latente. Isabel, todo lo contrario, retirada, con experiencia, pero frustrada por lo que pudo lograr y no hizo. Natalie intenta una y otra vez, pero sus sueños son amenazados y estará en sus manos demostrar que la pasión nunca muere.",pasion sobrepas premis cortometraj histori amor arte sueñ mied fracas natali artist jov llen sueñ esper latent isabel contrari retir experient frustr pud logr hiz natali intent vez sueñ amenaz man demostr pasion nunc muer
FAMILIAR,20,Colombia,EL ABUSO,Drama,201,Huawei,huawei gr23,2,58.0,8,ESTE CORTO RELATA DE UN PADRASTRO QUE SE APROVECHA E SUS HIJAS PESO SU ESPOSA LO SORPRENDE Y LO HECHA DE SU CASA Y DE SU VIDA..DEJANDO SER FELIZ A LA MADRE CON SUS HIJAS.,cort relat padrastr aprovech hij pes espos sorprend hech cas vid dej ser feliz madr hij
FAMILIAR,42,Colombia,El agua: elemento transformador de vida,Drama,196,Apple,Iphone 7,20,165.0,4,"Este cortometraje trata de las vivencias de dos niños “Carlitos” y su pequeña hermanita “Violeta”, quienes afrontan una situación compleja y apocalíptica: la búsqueda inútil del líquido esencial para la vida (el agua) en un territorio desconocido, inhóspito y agreste sin éxito alguno. El desespero y las difíciles condiciones a las que se enfrentan, no son favorables y generan tensión y confusión obligando al protagonista a caminar en la fina línea de la ilusión, la ficción y la realidad. Finalmente, la angustia lleva al protagonista a despertar de esa pesadilla y verificar que en realidad tiene el privilegio de contar con el precioso líquido, lo cual ha transformado su vida.",cortometraj trat vivenci dos niñ carlit pequeñ hermanit violet afront situacion complej apocalipt busqued inutil liqu esencial vid agu territori desconoc inhospit agrest exit algun desesper dificil condicion enfrent favor gener tension confusion oblig protagon camin fin line ilusion ficcion realid final angusti llev protagon despert pesadill verific realid privilegi cont precios liqu transform vid
FAMILIAR,31,Colombia,El amor en los tiempos de Nequi,Comedia,443,Apple,Iphone 7 Plus / Iphone SE / Ipad 9.7 pulgadas,20,,2,"Raquel es una joven que quiere salir con su novio. Jacob, al ver que no tiene dinero en su cuenta de Nequi, comienza a sacar excusas a su novia, a veces absurdas, para no aceptar (y de paso, no herir su orgullo) que no tiene dinero para invitarla. Al verse acorralado por los argumentos de Raquel, Jacob se queda sin qué decir ocasionando la molestia de su novia. ..Jacob está trabajando en su computador. Al abrir la página y consultar su saldo, se da cuenta que en su cuenta han consignado $30.000. Emocionado, quizá avergonzado también, agradece primero a su mamá por la consignación, y luego, trata de arreglar el desastre que hizo invitando a salir a Raquel. ..En su cita romántica, Jacob y Raquel acarician sus manos el uno al otro. La cuenta llega y Jacob la lee. Sorprendido y aterrado, al darse cuenta que el valor es superior a lo que le habían consignado en Nequi, suelta la cuenta y la mano de Raquel pidiendo excusas por lo que va a pasar. Raquel, confundida, no sabe ni qué hacer.",raquel jov quier sal novi jacob ver diner cuent nequi comienz sac excus novi vec absurd acept pas her orgull diner invit vers acorral argument raquel jacob qued dec ocasion molesti novi jacob trabaj comput abrir pagin consult sald da cuent cuent consign 30 000 emocion quiz avergonz agradec primer mam consign lueg trat arregl desastr hiz invit sal raquel cit romant jacob raquel acarici man cuent lleg jacob lee sorprend aterr dars cuent valor superior consign nequi suelt cuent man raquel pid excus va pas raquel confund sab hac
AFICIONADO,20,Colombia,EL AMOR ES UN ARTE,Drama,300,Samsung,samsung j5 prime,24,184.0,9,"Adrián, un estudiante de artes plásticas, se las ingenia para robarle un beso a su amigo Camilo y así comenzar su historia de amor, la cual se convierte en una obra de arte, pero esta obra en construcción se ve interrumpida por Carmen, la madre de Adrián, quien lo hace cambiar de opinión sobre la homosexualidad y por ende este se aleja de Camilo. Tres años después Carlos,  el padre de Adrián  al ver que su hijo sigue  sufriendo por reprimir su amor hacia otro hombre, decide confesarle a él,  que Carmen es lesbiana y que su matrimonio con ella ha sido toda una farsa,  demostrándole a su hijo que el amor es un arte que no se debe censurar, ya que si alguien censura el amor en su vida como Carmen, va a tener graves consecuencias.. Adrián decide armar una exposición y entre los cuadros a exponer se encuentra uno  en el cual aparecen los dos enamorados, Carmen enfrenta a su hijo al ver dicho cuadro, pero Carlos lo defiende y ella se marcha de la exposición, finalmente Camilo le hace creer a Adrián que tiene novia, pero esto es una jugada que él hace para reconciliarse con Adrián y se unen de nuevo para continuar su obra de arte.",adrian estudi artes plastic ingeni rob bes amig camil asi comenz histori amor conviert obra arte obra construccion ve interrump carm madr adrian hac cambi opinion homosexual ende alej camil tres años despues carl padr adrian ver hij sig sufr reprim amor haci hombr decid confes carm lesbian matrimoni sid tod fars demostr hij amor arte deb censur si algui censur amor vid carm va ten grav consecuent adrian decid armar exposicion cuadr expon encuentr aparec dos enamor carm enfrent hij ver dich cuadr carl defiend march exposicion final camil hac cre adrian novi jug hac reconcili adrian unen nuev continu obra arte
PROFESIONAL,22,Colombia,El arte de doblar papel,Drama,300,Apple,8 plus,15,61.0,11,"En un pequeño pueblo en zona rural colombiana, Carmen, un ama de casa viuda por.la guerra, teme que sus hijos jueguen afuera porque desconoce cuándo vendrá la Guerrilla.a llevárselos. La mayor de ellos, Ana, cansada de no poder hacer lo que quiere convence a.su hermano Mateo, quien está obsesionado con el origami ya que es la única actividad que.le permiten realizar en la casa, de ir en búsqueda del tesoro que dejó escondido su padre.antes de morir..Los pequeños, entonces, se embarcan en una aventura donde, con la ayuda de su.imaginación y papeles de colores, huyen de su casa y atraviesan los diversos obstáculos.que encuentran en el bosque y cafetal hasta encontrar el tesoro. Lo que desconocen al.principio es que precisamente ese día la Guerrilla planeaba llevárselos, y al estar jugando.afuera evitaron ser encontrados..Al final, el encontrar el tesoro y lo que hay en su interior termina siendo todo lo que la.familia necesita para enmendar sus lazos rotos y para entender que la clave de la felicidad.es nunca dejar de jugar.",pequeñ puebl zon rural colombian carm ama cas viud guerr tem hij jueg afuer desconoc cuand vendr guerrill llev mayor ana cans pod hac quier convenc herman mate obsesion origami unic activ permit realiz cas ir busqued tesor dej escond padr mor pequeñ entonc embarc aventur ayud imagin papel color huy cas atravies divers obstacul encuentr bosqu cafetal encontr tesor desconoc principi precis dia guerrill plan llev jug afuer evit ser encontr final encontr tesor interior termin siend famili necesit enmend laz rot entend clav felic nunc dej jug
SMARTIC INCLUYENTE,52,Colombia,El baile del amor,Drama,270,Apple,iPhone 6,2,,14,"En una clase de baile donde participan personas con discapacidad visual, dos personas inician una relación amorosa donde son sorprendidos por los padres de la joven que se oponen a la relación por su discapacidad. Luchando por sus derechos logran finalmente consolidar su amor.",clas bail particip person discapac visual dos person inici relacion amor sorprend padr jov opon relacion discapac luch derech logr final consolid amor
SMARTIC INCLUYENTE,45,Colombia,EL BANCO,Comedia,93,Samsung,Galaxy  A8,90,,6,"Este video narra la historia de 3 personas con discapacidad que se reunieron con 3 amigos, para planear saltar un banco porque lo consideraron una hazaña al tener que vencer muchos obstáculos para poderlo lograrlo, no ven y no pueden caminar al final después de tanto planearlo lo logran y celebran su triunfo.",vide narr histori 3 person discapac reun 3 amig plan salt banc consider hazañ ten venc obstacul pod logr ven pued camin final despues plan logr celebr triunf
AFICIONADO,30,Colombia,El Bolsillo,Ficción,298,Samsung,galaxy A8,4,270.0,5,"un hombre millonario acaba de separarse de su esposa debido a una traición , quien lo dejo sin dinero ... este se refugia en el alcohol y es seducido por una mujer hermosa quien lo duerme y lo secuestra ... Martines a despertado en la guarida de unos maniáticos asesinos .",hombr millonari acab separ espos deb traicion dej diner refugi alcohol seduc muj hermos duerm secuestr martin despert guar maniat asesin
PROFESIONAL,43,Colombia,El Camino,Documental,300,Huawei,Hueawei 10lite,17,,2,"Cuando dos amigos pierden el rumbo de sus vidas, deciden emprender el Peregrinaje de Santiago de Compostela, con la esperanza de encontrar sus destinos en El Camino.",dos amig pierd rumb vid decid emprend peregrinaj santiag compostel esper encontr destin camin
AFICIONADO,23,Colombia,El Candidato,Ficción,298,Apple,iPhone 6,22,277.0,11,"En un futuro, un país ficticio se ve envuelto en una distopía a causa de la corrupción de su mandatario, el detrimento ambiental y económico afecta sin piedad al pueblo, pero un grupo de disidentes revolucionarios decide poner fin a ello, o al menos asegurar un mejor futuro.",futur pais fictici ve envuelt distop caus corrupcion mandatari detriment ambiental econom afect pied puebl grup disident revolucionari decid pon fin ello men asegur mejor futur
FAMILIAR,25,Colombia,El Color de Mi Familia,Comedia,251,Samsung,Galaxy s6 edge plus,20,132.0,5,"María Antonia es una niña de cinco años, que vive junto a su Mama en la casa de una Viuda, que se ha quedado sola ya que sus hijos crecieron y se casaron dejándola abandonada, María Antonia disfruta y juega en la casa que es para ella sola, un día se da cuenta que ni ella ni su mama se puede sentar en la mesa a comer junto a la viuda, María Antonia cree que es debido a su color de piel, lo que la lleva a pintar su cuerpo de otro color para poder ser una familia junto a la Viuda quien la descubre y se da cuenta que toda la vida estuvo acompañada pero no lo vi, a su vez María Antonia descubre que no importa el color de piel que tengas, una familia va más allá de eso.",mar antoni niñ cinc años viv junt mam cas viud qued sol hij crec cas dej abandon mar antoni disfrut jueg cas sol dia da cuent mam pued sent mes com junt viud mar antoni cre deb color piel llev pint cuerp color pod ser famili junt viud descubr da cuent tod vid acompañ vi vez mar antoni descubr import color piel famili va alla
SMARTIC INCLUYENTE,24,Colombia,EL CORAZÓN APASIONADO SIN OÍDO,Drama,300,Motorola,Moto G4,4,,7,"La historia narra la aventura que viven un grupo de amigos sordos que llegan por primera vez a una ciudad, y la lucha por ganar el corazón de una chica oyente. En el relato, se muestran diferentes escenarios, y poco a poco está se torna envolvente. por lo que es una historia que rompe las barreras que impone la sociedad, frente si a una persona sorda puede enamorarse de una persona oyente, y forjar una relación a pesar de que el canal de comunicación se encuentre obstaculizado.",histori narr aventur viv grup amig sord lleg primer vez ciud luch gan corazon chic oyent relat muestr diferent escenari torn envolvent histori romp barrer impon socied frent si person sord pued enamor person oyent forj relacion pes canal comun encuentr obstaculiz
FAMILIAR,26,Colombia,El Despertador,Comedia,114,LG,LG-X170G,4,46.0,2,"Despertar no es lo mismo cuando corres contra el tiempo, una situación inesperada revolucionará la mañana.",despert mism corr tiemp situacion inesper revolucion mañan
AFICIONADO,33,Colombia,EL Despistado,Comedia,299,Apple,Apple iPhone 6,-10,169.0,13,Es la historia de una esposa muy eficiente y dedicada y un esposo muy despistado que no entiende porque su esposa lo ha desplazado de las cosas que tanto lo aburrían y ahora piensa que ella tiene un amante,histori espos eficient dedic espos despist entiend espos desplaz cos aburr ahor piens amant
AFICIONADO,25,Colombia,El Diario De Un Arriero,Documental,299,Huawei,P9- Lite,60,,4,"Pantera es un hombre de 45 años que ha encontrado en la Arriería, al amor de su vida y la mejor manera de ser feliz.",panter hombr 45 años encontr arri amor vid mejor maner ser feliz
AFICIONADO,20,Colombia,El Duelo,Ficción,255,Samsung,Samsung Galaxy S8 Plus,8,204.0,17,"En una sociedad donde el interés son los smartphones, un músico irrumpe en un parque para trabajar, sin saber que más adelante su objetivo cambiará cuando cautive la atención de una chica, pero ahora él no está solo, pues otro músico ha empezado a robar su atención, logrando con música que la gente escuche lo que no alcanza a ser dicho.",socied interes smartphon music irrump parqu trabaj sab adel objet cambi cautiv atencion chic ahor sol pues music empez rob atencion logr music gent escuch alcanz ser dich
AFICIONADO,28,Colombia,El Encuentro,Drama,299,Apple,Iphone 6,8,79.0,10,"En un día cualquiera Braulia ha recibido un inesperado giro de dinero por la aplicación de Nequi y una carta que presuntamente ha sido escrita por su propio padre, a quién hace mucho tiempo no ve, comunicándole que él ha muerto y le ha dejado una herencia. Para poder recibirla ella debe ir hasta Timbiquí, Cauca, el lugar de origen de su familia paterna y descubrir de qué se trata. El extraño mensaje le genera a Braulia mucha confusión pero ella decide hacer la travesía y descubrir qué es aquello que le han legado  pese a las advertencias de su amiga cercana sobre los peligros que le depara el camino en tierras desconocidas y lejanas.",dia cualqu brauli recib inesper gir diner aplic nequi cart presunt sid escrit propi padr quien hac tiemp ve comunic muert dej herenci pod recib deb ir timbiqu cauc lug orig famili patern descubr trat extrañ mensaj gener brauli much confusion decid hac traves descubr aquell leg pes advertent amig cercan peligr dep camin tierr desconoc lejan
JUVENIL,15,Colombia,El Espejo,Drama,162,Samsung,Samsung Galaxy J1 Mini,5,502.0,4,"Un joven estudiante que sufre de bullying en su colegio toma la decisión de quitarse la vida con unas pastillas en el baño, cansado de que en varias oportunidades un compañero de estudio  lo maltrata verbal y físicamente  debido a esto toma esta terrible decisión.",jov estudi sufr bullying colegi tom decision quit vid unas pastill bañ cans vari oportun compañer estudi maltrat verbal fisic deb tom terribl decision
SMARTIC INCLUYENTE,30,Colombia,EL ESTADIO,Acción,320,Apple,ipod touch 5,12,,3,"En la ciudad de Cali, dos jóvenes recorren sus calles intentando salir de la rutina y soñando con poder ingresar al estadio por primera vez. Uno de ellos, decidido a conseguir dinero fácil, comete un delito en el que, sin querer, se ve involucrado su mejor amigo. A partir de allí, este último intentará convencer a su amigo de que todo en la vida requiere de esfuerzo y que las cosas se pueden conseguir con honestidad y sobre todo, sin violencia, sin embargo esto no será una tarea sencilla puesto que ganar dinero fácil parece ser mas atractivo para este joven. Al final de la historia, ambos entenderán el verdadero sentido de la amistad y el valor de llevar una vida tranquila y en paz.",ciud cali dos joven recorr call intent sal rutin soñ pod ingres estadi primer vez decid consegu diner facil comet delit quer ve involucr mejor amig part alli ultim intent convenc amig vid requier esfuerz cos pued consegu honest violenci embarg tare sencill puest gan diner facil parec ser mas atract jov final histori ambos entend verdader amist valor llev vid tranquil paz
SMARTIC INCLUYENTE,18,Colombia,El fin de la escritura,Drama,300,Samsung,J7,1,,4,La historia se vive en un colegio a las fueras de Bogota donde un grupo de niños descubre una nueva forma de jugar.,histori viv colegi bogot grup niñ descubr nuev form jug
SMARTIC INCLUYENTE,21,Colombia,El hospital,Comedia,185,Huawei,Huawei P20 lite,1,,10,El servicio de la persona con discapacidad en el hospital fue muy bueno,servici person discapac hospital buen
PROFESIONAL,26,Colombia,EL LIMBO,Ficción,300,Apple,Iphone X,8,90.0,27,"En medio de la penumbra Antonio sentado observa el anillo en la mesa, su expresión cambia al oír las revoluciones de un vehículo en la cartera, seguido por el sonido de su propia voz que discute con Camila su gran amor. el sonido seco de un choque vehicular junto a una destellante luz logra aturdir a Antonio y entrar en un mundo  subrreal.",medi penumbr antoni sent observ anill mes expresion cambi oir revolu vehicul carter segu son propi voz discut camil gran amor son sec choqu vehicul junt destell luz logr aturd antoni entrar mund subrreal
AFICIONADO,29,Colombia,El Ocaso de La Rosa,Ficción,133,Samsung,galaxy note 8,11,,5,"En un verdoso bosque resguardado por una Deidad Mística que velaba por el equilibrio de la naturaleza, llegan los males terrenales, corrompiendo la paz y la tranquilidad, siendo un sacrificio la única arma contra la oscuridad",verdos bosqu resguard deid mistic vel equilibri naturalez lleg mal terrenal corromp paz tranquil siend sacrifici unic arma oscur
FAMILIAR,39,Mexico,El parque,Drama,181,Samsung,Galaxy note 8,5,2173.0,10,"Un hombre que acaba de perder a su padre, tiene la oportunidad de compartir una experiencia con su hijo en el parque donde jugaba en su niñez.",hombr acab perd padr oportun compart experient hij parqu jug niñez
PROFESIONAL,38,Colombia,EL PATRON,Drama,296,Huawei,Y7 2018,35,140.0,21,"Es un cortometraje que realiza un homenaje al Patrón, actor natural que representa a millones de colombianos que con su cualidad humilde transforman, engrandecen y fortalecen la economía del país con una de las fuentes principales de riqueza en Colombia. los campos y la productividad agrícola son gestores de paz silenciosos que siempre han existido, simplemente muestran que la tierra y sus bondades juegan un papel fundamental en la Colombia actual del postconflicto.",cortometraj realiz homenaj patron actor natural represent millon colombian cualid humild transform engrandec fortalec econom pais fuent principal riquez colombi camp product agricol gestor paz silenci siempr exist simplement muestr tierr bondad jueg papel fundamental colombi actual postconflict
SMARTIC INCLUYENTE,18,Colombia,El peor mensaje,Suspenso,167,Apple,¡phone 6s,3,,3,"El cortometraje es acerca de un mensaje que le manda la hija a su mama,  avisándole que ya va a salir para casa. Antes de que la madre reciba este mensaje, ella había pasado por la habitación de su hija..Este corto es con el fin de generar suspenso en los tele videntes.",cortometraj acerc mensaj mand hij mam avis va sal cas madr recib mensaj pas habit hij cort fin gener suspens tel vident
SMARTIC INCLUYENTE,40,Colombia,EL QUE MENOS CORRE VUELA,Comedia,220,Apple,Iphone X - 7,5,0.0,1,Un personaje en silla de ruedas sueña con hacer parte del equipo de fùtbol de la Selección Chibchombia. Lo logra gracias a su talento único demostrando que siempre hay limitaciones pero también hay talentos.,personaj sill rued sueñ hac part equip fùtbol seleccion chibchombi logr graci talent unic demostr siempr limit talent
JUVENIL,17,Colombia,EL REFLEJO DE LA VERDAD,Drama,299,Motorola,Motorola G5,4,127.0,3,"Sara, una fotógrafa cuya única compañía es la soledad, se encuentra con Lucia, quien parece ser otra alma perdida. En una noche la lluvia las unirá y el espejo será el reflejo de la verdad.",sar fotograf cuy unic compañ soled encuentr luci parec ser alma perd noch lluvi unir espej reflej verd
PROFESIONAL,32,Colombia,El Regalado,Ficción,295,Apple,Iphone 7 plus,80,161.0,19,"En la guerra, un joven deportista reclutado a la fuerza muere en combate negándose a matar. Mientras tanto, sus padres trabajan en casa para ayudarlo a librarse del servicio militar y cumplir su sueño de ser ciclista profesional.",guerr jov deport reclut fuerz muer combat neg mat mientr padr trabaj cas ayud libr servici milit cumpl sueñ ser ciclist profesional
FAMILIAR,41,Colombia,El Renacimiento,Ficción,4,Samsung,HD,20,100.0,9,Una chica que fue violada por miguel (amigo de la familia,chic viol miguel amig famili
JUVENIL,17,Colombia,El Rosario,Drama,299,Samsung,Galaxy J7,15,250.0,9,"Judit una mujer de avanzada edad, devota a Dios, vive sola y se encuentra al cuidado diario de una enfermera. Anhela que todos los días sean domingo para recibir la visita de sus hijos.",judit muj avanz edad devot dios viv sol encuentr cuid diari enfermer anhel dias doming recib visit hij
SMARTIC INCLUYENTE,37,Colombia,El Secreto,Drama,195,Huawei,P 10 Lite,2,,7,"El Secreto.Todos tenemos una verdad en nuestras manos, la cual tarde o temprano causara efecto en alguien, a veces de una forma positiva o negativa. Es el caso de gema, quien durante varios años, oculto una verdad por temor a ser rechazada, y la obligo a quedarse en silencio hasta que su corazón no pudo más de dolor y toma la decisión de su vida, contar El Secreto.",secret verd man tard tempran caus efect algui vec form posit negat cas gem vari años ocult verd temor ser rechaz oblig qued silenci corazon pud dolor tom decision vid cont secret
CRONICAS,41,Colombia,El Semaforo Humano,Crónica,210,Alcatel,Pixi 3(4),8,,3,"Es la historia de Richi un hombre  que vive bajo un puente , que hace las veces  de semáforo humano para que ciclistas y peatones puedan pasar la 116 evitando el riesgo de ser atropellados.",histori richi hombr viv baj puent hac vec semafor human ciclist peaton pued pas 116 evit riesg ser atropell
SMARTIC INCLUYENTE,18,Colombia,El Sueño de Alex,Drama,194,Huawei,p10 lite,30,,10,"Alex un chico con discapacidad cognitiva sueña con graduarse para llegar a ser un profesor de estudiantes con discapacidad, sin embargo se acerca un examen final que determinará si se graduara o no.",alex chic discapac cognit sueñ gradu lleg ser profesor estudi discapac embarg acerc exam final determin si gradu
